event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),,adjusted_quantity,,Promo_price,,Total Revenue Generated,,Incremental revenue,,incremental sold unit
657a95,STCHE-4,CAMP_DIW_01,P12,62,50% OFF,126,168,,168,,31,,13020,,-2604,,42
f41ca1,STCBE-2,CAMP_DIW_01,P07,300,BOGOF,42,166,,332,,150,,62400,,37200,,290
4d8607,STCHE-0,CAMP_DIW_01,P03,156,25% OFF,323,293,,293,,117,,84669,,-16107,,-30
ffcda1,STVJD-0,CAMP_DIW_01,P11,190,50% OFF,42,55,,55,,95,,13205,,-2755,,13
c6e3ae,STCHE-0,CAMP_SAN_01,P13,350,BOGOF,117,457,,914,,175,,200900,,119000,,797
a9d059,STCHE-7,CAMP_DIW_01,P14,1020,BOGOF,50,202,,404,,510,,257040,,155040,,354
f21f4c,STVSK-3,CAMP_DIW_01,P09,110,50% OFF,50,58,,58,,55,,8690,,-2310,,8
de0a50,STCHE-7,CAMP_SAN_01,P05,55,25% OFF,28,26,,26,,41.25,,2612.5,,-467.5,,-2
eae38f,STVJD-1,CAMP_SAN_01,P13,350,BOGOF,73,286,,572,,175,,125650,,74550,,499
1c7c7f,STBLR-8,CAMP_DIW_01,P14,1020,BOGOF,52,178,,356,,510,,234600,,128520,,304
7f6f08,STBLR-7,CAMP_SAN_01,P05,55,25% OFF,24,20,,20,,41.25,,2145,,-495,,-4
f63299,STVSK-0,CAMP_DIW_01,P02,860,33% OFF,301,526,,526,,576.2,,561941.2,,44221.2,,225
cfeac1,STHYD-6,CAMP_SAN_01,P14,1020,BOGOF,100,396,,792,,510,,505920,,301920,,692
15b3a7,STMYS-3,CAMP_DIW_01,P05,55,25% OFF,94,84,,84,,41.25,,8635,,-1705,,-10
8e6e77,STBLR-0,CAMP_SAN_01,P08,1190,BOGOF,37,156,,312,,595,,229670,,141610,,275
fc2f67,STBLR-5,CAMP_SAN_01,P06,415,25% OFF,34,27,,27,,311.25,,22513.75,,-5706.25,,-7
ac6273,STHYD-2,CAMP_DIW_01,P01,172,33% OFF,281,435,,435,,115.24,,98461.4,,1797.4,,154
e5804e,STHYD-0,CAMP_DIW_01,P01,172,33% OFF,316,521,,521,,115.24,,114392.04,,5688.04000000001,,205
32b8a7,STBLR-2,CAMP_DIW_01,P03,156,25% OFF,378,343,,343,,117,,99099,,-18837,,-35
3f2255,STBLR-3,CAMP_DIW_01,P02,860,33% OFF,381,563,,563,,576.2,,652060.6,,-3259.39999999997,,182
75f9b8,STCHE-4,CAMP_SAN_01,P06,415,25% OFF,27,22,,22,,311.25,,18052.5,,-4357.5,,-5
df380c,STBLR-5,CAMP_SAN_01,P05,55,25% OFF,25,21,,21,,41.25,,2241.25,,-508.75,,-4
3a1cad,STMDU-3,CAMP_DIW_01,P12,62,50% OFF,87,93,,93,,31,,8277,,-2511,,6
d730ac,STCHE-0,CAMP_SAN_01,P06,415,25% OFF,31,26,,26,,311.25,,20957.5,,-4772.5,,-5
8aa62d,STCHE-2,CAMP_SAN_01,P12,62,50% OFF,67,74,,74,,31,,6448,,-1860,,7
fd788c,STVSK-1,CAMP_DIW_01,P11,190,50% OFF,43,58,,58,,95,,13680,,-2660,,15
fb9e95,STBLR-5,CAMP_DIW_01,P12,62,50% OFF,141,179,,179,,31,,14291,,-3193,,38
cefb49,STMYS-3,CAMP_DIW_01,P02,860,33% OFF,322,386,,386,,576.2,,499333.2,,-54506.8,,64
f0365e,STCHE-2,CAMP_DIW_01,P09,110,50% OFF,85,90,,90,,55,,14300,,-4400,,5
1809f2,STVSK-4,CAMP_SAN_01,P06,415,25% OFF,22,15,,15,,311.25,,13798.75,,-4461.25,,-7
2e3594,STMDU-0,CAMP_DIW_01,P13,350,BOGOF,61,237,,474,,175,,104300,,61600,,413
e0ef00,STBLR-9,CAMP_SAN_01,P03,200,BOGOF,309,1226,,2452,,100,,307000,,183400,,2143
46917a,STVSK-3,CAMP_DIW_01,P12,62,50% OFF,105,115,,115,,31,,10075,,-2945,,10
63a2d2,STCHE-3,CAMP_DIW_01,P08,1190,BOGOF,47,186,,372,,595,,277270,,165410,,325
6ae178,STCHE-7,CAMP_SAN_01,P10,50,25% OFF,30,28,,28,,37.5,,2550,,-450,,-2
367e8d,STCBE-2,CAMP_SAN_01,P07,300,BOGOF,30,123,,246,,150,,45900,,27900,,216
0a3c5c,STMDU-1,CAMP_DIW_01,P13,350,BOGOF,47,163,,326,,175,,73500,,40600,,279
d1bfe5,STMDU-2,CAMP_DIW_01,P02,860,33% OFF,301,385,,385,,576.2,,480697,,-37023,,84
9faad8,STHYD-0,CAMP_SAN_01,P09,90,25% OFF,54,44,,44,,67.5,,7830,,-1890,,-10
5947fb,STBLR-9,CAMP_SAN_01,P15,3000,500 Cashback,118,251,,251,,2500,,981500,,273500,,133
e7f270,STVSK-0,CAMP_SAN_01,P01,172,33% OFF,211,322,,322,,115.24,,73399.28,,815.280000000006,,111
06749d,STMDU-2,CAMP_DIW_01,P09,110,50% OFF,47,54,,54,,55,,8140,,-2200,,7
eb4f04,STMLR-0,CAMP_SAN_01,P15,3000,500 Cashback,54,89,,89,,2500,,384500,,60500,,35
ff9fa7,STBLR-9,CAMP_SAN_01,P06,415,25% OFF,43,40,,40,,311.25,,30295,,-5395,,-3
669d35,STCHE-1,CAMP_DIW_01,P12,62,50% OFF,108,124,,124,,31,,10540,,-2852,,16
546cc3,STHYD-3,CAMP_SAN_01,P01,172,33% OFF,312,483,,483,,115.24,,109324.92,,1996.92000000001,,171
e7bb4f,STMDU-2,CAMP_DIW_01,P13,350,BOGOF,45,148,,296,,175,,67550,,36050,,251
c4006c,STCBE-3,CAMP_DIW_01,P15,3000,500 Cashback,243,724,,724,,2500,,2539000,,1081000,,481
8e1636,STBLR-4,CAMP_SAN_01,P15,3000,500 Cashback,109,249,,249,,2500,,949500,,295500,,140
284539,STCHE-3,CAMP_SAN_01,P03,200,BOGOF,384,1678,,3356,,100,,412400,,258800,,2972
84aa9b,STCHE-0,CAMP_SAN_01,P02,860,33% OFF,424,580,,580,,576.2,,698836,,-30444,,156
fe1a8b,STBLR-8,CAMP_SAN_01,P15,3000,500 Cashback,126,278,,278,,2500,,1073000,,317000,,152
440bd9,STBLR-0,CAMP_SAN_01,P13,350,BOGOF,129,528,,1056,,175,,229950,,139650,,927
63ef11,STCBE-4,CAMP_SAN_01,P09,90,25% OFF,46,38,,38,,67.5,,6705,,-1575,,-8
0312a8,STCHE-7,CAMP_DIW_01,P15,3000,500 Cashback,393,1375,,1375,,2500,,4616500,,2258500,,982
4b8e08,STHYD-1,CAMP_SAN_01,P11,190,50% OFF,37,41,,41,,95,,10925,,-3135,,4
b94bda,STMYS-0,CAMP_DIW_01,P13,350,BOGOF,56,168,,336,,175,,78400,,39200,,280
0c0339,STHYD-2,CAMP_DIW_01,P07,300,BOGOF,64,211,,422,,150,,82500,,44100,,358
c5176d,STCBE-2,CAMP_SAN_01,P01,172,33% OFF,196,307,,307,,115.24,,69090.68,,1666.68,,111
b5b0f5,STCBE-0,CAMP_SAN_01,P02,860,33% OFF,399,586,,586,,576.2,,680793.2,,-5486.79999999999,,187
66f526,STVJD-0,CAMP_SAN_01,P10,50,25% OFF,18,16,,16,,37.5,,1500,,-300,,-2
3153d6,STCBE-4,CAMP_SAN_01,P02,860,33% OFF,396,558,,558,,576.2,,662079.6,,-19040.4,,162
a3caaa,STCHE-0,CAMP_DIW_01,P10,65,50% OFF,126,167,,167,,32.5,,13617.5,,-2762.5,,41
2c7cc7,STBLR-1,CAMP_SAN_01,P10,50,25% OFF,28,24,,24,,37.5,,2300,,-500,,-4
bed694,STTRV-1,CAMP_SAN_01,P10,50,25% OFF,15,14,,14,,37.5,,1275,,-225,,-1
817b4f,STCHE-5,CAMP_DIW_01,P11,190,50% OFF,78,92,,92,,95,,23560,,-6080,,14
d0daaa,STMDU-1,CAMP_SAN_01,P14,1020,BOGOF,63,244,,488,,510,,313140,,184620,,425
bb974d,STBLR-2,CAMP_SAN_01,P03,200,BOGOF,307,1200,,2400,,100,,301400,,178600,,2093
e025ee,STVSK-1,CAMP_SAN_01,P07,300,BOGOF,27,107,,214,,150,,40200,,24000,,187
0f5588,STMYS-3,CAMP_DIW_01,P03,156,25% OFF,378,332,,332,,117,,97812,,-20124,,-46
2e0950,STBLR-0,CAMP_DIW_01,P05,55,25% OFF,133,114,,114,,41.25,,12017.5,,-2612.5,,-19
62e500,STCHE-7,CAMP_DIW_01,P01,172,33% OFF,346,505,,505,,115.24,,117708.2,,-1315.8,,159
37cb7c,STCHE-0,CAMP_DIW_01,P13,350,BOGOF,61,203,,406,,175,,92400,,49700,,345
543c36,STHYD-4,CAMP_SAN_01,P07,300,BOGOF,58,225,,450,,150,,84900,,50100,,392
d41d53,STCHE-5,CAMP_DIW_01,P01,172,33% OFF,334,424,,424,,115.24,,106309.76,,-8586.24,,90
5f65df,STCHE-2,CAMP_SAN_01,P13,350,BOGOF,105,423,,846,,175,,184800,,111300,,741
9acfa3,STCHE-0,CAMP_DIW_01,P12,62,50% OFF,115,154,,154,,31,,11904,,-2356,,39
f94d7b,STMDU-2,CAMP_SAN_01,P13,350,BOGOF,96,377,,754,,175,,165550,,98350,,658
75f30e,STCHE-2,CAMP_SAN_01,P15,3000,500 Cashback,117,251,,251,,2500,,978500,,276500,,134
b6b840,STCBE-1,CAMP_DIW_01,P02,860,33% OFF,244,312,,312,,576.2,,389614.4,,-30065.6,,68
7b49ce,STVJD-1,CAMP_DIW_01,P15,3000,500 Cashback,224,685,,685,,2500,,2384500,,1040500,,461
a107c4,STVJD-0,CAMP_SAN_01,P05,55,25% OFF,16,14,,14,,41.25,,1457.5,,-302.5,,-2
4858ab,STBLR-7,CAMP_SAN_01,P14,1020,BOGOF,124,514,,1028,,510,,650760,,397800,,904
00a7c3,STTRV-1,CAMP_SAN_01,P02,860,33% OFF,231,314,,314,,576.2,,379586.8,,-17733.2,,83
fe68f2,STBLR-2,CAMP_SAN_01,P01,172,33% OFF,304,428,,428,,115.24,,101610.72,,-2965.28,,124
c8e17c,STMLR-1,CAMP_DIW_01,P02,860,33% OFF,166,252,,252,,576.2,,287962.4,,2442.40000000002,,86
8376c6,STHYD-5,CAMP_SAN_01,P01,172,33% OFF,336,467,,467,,115.24,,111609.08,,-3974.92,,131
bf49bf,STCHE-4,CAMP_SAN_01,P14,1020,BOGOF,111,473,,946,,510,,595680,,369240,,835
aa54a7,STHYD-1,CAMP_DIW_01,P13,350,BOGOF,91,281,,562,,175,,130200,,66500,,471
4aa530,STMYS-0,CAMP_DIW_01,P02,860,33% OFF,465,674,,674,,576.2,,788258.8,,-11541.2,,209
5a4d9d,STCHE-1,CAMP_SAN_01,P02,860,33% OFF,468,599,,599,,576.2,,747623.8,,-57336.2,,131
ce68be,STCHE-3,CAMP_SAN_01,P01,172,33% OFF,310,421,,421,,115.24,,101836.04,,-4803.96,,111
9acae6,STMYS-0,CAMP_DIW_01,P05,55,25% OFF,73,65,,65,,41.25,,6696.25,,-1333.75,,-8
2ba1ba,STCHE-7,CAMP_SAN_01,P13,350,BOGOF,106,454,,908,,175,,196000,,121800,,802
6909d3,STBLR-2,CAMP_DIW_01,P02,860,33% OFF,390,585,,585,,576.2,,672477,,1677,,195
d5769b,STCBE-2,CAMP_SAN_01,P09,90,25% OFF,42,34,,34,,67.5,,6075,,-1485,,-8
c0d022,STBLR-6,CAMP_SAN_01,P06,415,25% OFF,33,28,,28,,311.25,,22410,,-4980,,-5
5.80E+27,STMYS-2,CAMP_DIW_01,P07,300,BOGOF,73,215,,430,,150,,86400,,42600,,357
ebbbb9,STVSK-1,CAMP_SAN_01,P05,55,25% OFF,19,14,,14,,41.25,,1622.5,,-467.5,,-5
14ff29,STBLR-3,CAMP_SAN_01,P11,190,50% OFF,43,62,,62,,95,,14060,,-2280,,19
f39a0c,STHYD-3,CAMP_SAN_01,P09,90,25% OFF,49,37,,37,,67.5,,6907.5,,-1912.5,,-12
5bc324,STTRV-1,CAMP_DIW_01,P14,1020,BOGOF,19,66,,132,,510,,86700,,47940,,113
87564a,STCHE-6,CAMP_DIW_01,P04,290,25% OFF,346,269,,269,,217.5,,158847.5,,-41832.5,,-77
6ba4b5,STMDU-0,CAMP_SAN_01,P05,55,25% OFF,15,12,,12,,41.25,,1320,,-330,,-3
7cf9ef,STMDU-3,CAMP_DIW_01,P11,190,50% OFF,66,71,,71,,95,,19285,,-5795,,5
91649,STMDU-1,CAMP_SAN_01,P13,350,BOGOF,73,287,,574,,175,,126000,,74900,,501
bfc9da,STBLR-9,CAMP_SAN_01,P04,370,BOGOF,387,1509,,3018,,185,,701520,,415140,,2631
788131,STBLR-3,CAMP_DIW_01,P10,65,50% OFF,108,145,,145,,32.5,,11732.5,,-2307.5,,37
9ebcf9,STVSK-4,CAMP_DIW_01,P10,65,50% OFF,80,109,,109,,32.5,,8742.5,,-1657.5,,29
b60e6a,STBLR-6,CAMP_SAN_01,P09,90,25% OFF,63,51,,51,,67.5,,9112.5,,-2227.5,,-12
c3b511,STCBE-3,CAMP_SAN_01,P14,1020,BOGOF,75,297,,594,,510,,379440,,226440,,519
de6e7e,STVSK-1,CAMP_SAN_01,P15,3000,500 Cashback,88,186,,186,,2500,,729000,,201000,,98
8f80ed,STVSK-3,CAMP_DIW_01,P11,190,50% OFF,52,57,,57,,95,,15295,,-4465,,5
a298bc,STVJD-1,CAMP_DIW_01,P07,300,BOGOF,33,109,,218,,150,,42600,,22800,,185
003c65,STBLR-9,CAMP_SAN_01,P13,350,BOGOF,114,457,,914,,175,,199850,,120050,,800
5f313a,STCHE-2,CAMP_DIW_01,P10,65,50% OFF,124,135,,135,,32.5,,12447.5,,-3672.5,,11
4f1bb6,STMYS-0,CAMP_SAN_01,P11,190,50% OFF,46,63,,63,,95,,14725,,-2755,,17
cd4c5a,STMLR-0,CAMP_SAN_01,P09,90,25% OFF,34,28,,28,,67.5,,4950,,-1170,,-6
6.59E+23,STVJD-0,CAMP_SAN_01,P01,172,33% OFF,186,252,,252,,115.24,,61032.48,,-2951.52,,66
5abaf9,STCHE-3,CAMP_SAN_01,P07,300,BOGOF,37,155,,310,,150,,57600,,35400,,273
bb83e5,STMDU-2,CAMP_DIW_01,P08,1190,BOGOF,40,133,,266,,595,,205870,,110670,,226
531a22,STBLR-3,CAMP_DIW_01,P11,190,50% OFF,71,90,,90,,95,,22040,,-4940,,19
fe1c63,STMYS-3,CAMP_DIW_01,P11,190,50% OFF,71,76,,76,,95,,20710,,-6270,,5
6046fa,STBLR-4,CAMP_DIW_01,P12,62,50% OFF,141,180,,180,,31,,14322,,-3162,,39
ef95a9,STBLR-3,CAMP_DIW_01,P13,350,BOGOF,87,298,,596,,175,,134750,,73850,,509
16fb87,STBLR-2,CAMP_SAN_01,P10,50,25% OFF,37,31,,31,,37.5,,3012.5,,-687.5,,-6
be3489,STHYD-3,CAMP_DIW_01,P14,1020,BOGOF,38,119,,238,,510,,160140,,82620,,200
c4a484,STMYS-2,CAMP_DIW_01,P01,172,33% OFF,295,454,,454,,115.24,,103058.96,,1578.96000000001,,159
fb70b4,STCHE-2,CAMP_DIW_01,P03,156,25% OFF,355,347,,347,,117,,95979,,-14781,,-8
1bfbb8,STCHE-7,CAMP_DIW_01,P12,62,50% OFF,171,222,,222,,31,,17484,,-3720,,51
a6276f,STCHE-4,CAMP_DIW_01,P14,1020,BOGOF,56,224,,448,,510,,285600,,171360,,392
f95092,STVSK-1,CAMP_SAN_01,P13,350,BOGOF,124,500,,1000,,175,,218400,,131600,,876
da99ec,STCHE-5,CAMP_DIW_01,P14,1020,BOGOF,54,184,,368,,510,,242760,,132600,,314
9c2c14,STVSK-0,CAMP_DIW_01,P14,1020,BOGOF,29,97,,194,,510,,128520,,69360,,165
11971a,STHYD-2,CAMP_SAN_01,P11,190,50% OFF,45,62,,62,,95,,14440,,-2660,,17
3426bd,STCBE-0,CAMP_DIW_01,P10,65,50% OFF,80,124,,124,,32.5,,9230,,-1170,,44
46021e,STCHE-1,CAMP_SAN_01,P07,300,BOGOF,31,79,,158,,150,,33000,,14400,,127
29687a,STVJD-0,CAMP_SAN_01,P02,860,33% OFF,298,420,,420,,576.2,,498284,,-14276,,122
655aa2,STHYD-0,CAMP_DIW_01,P10,65,50% OFF,112,170,,170,,32.5,,12805,,-1755,,58
49e9ea,STHYD-2,CAMP_SAN_01,P04,370,BOGOF,415,1672,,3344,,185,,772190,,465090,,2929
0beb9b,STVSK-2,CAMP_SAN_01,P12,62,50% OFF,28,43,,43,,31,,3069,,-403,,15
29411f,STBLR-6,CAMP_SAN_01,P08,1190,BOGOF,69,303,,606,,595,,442680,,278460,,537
8ff2bb,STBLR-2,CAMP_SAN_01,P06,415,25% OFF,40,33,,33,,311.25,,26871.25,,-6328.75,,-7
918a17,STVSK-1,CAMP_DIW_01,P14,1020,BOGOF,26,91,,182,,510,,119340,,66300,,156
1e5c85,STBLR-7,CAMP_DIW_01,P01,172,33% OFF,341,606,,606,,115.24,,128487.44,,11183.44,,265
7d89b1,STVSK-3,CAMP_DIW_01,P08,1190,BOGOF,45,138,,276,,595,,217770,,110670,,231
5db3e3,STBLR-2,CAMP_DIW_01,P13,350,BOGOF,78,274,,548,,175,,123200,,68600,,470
35637b,STVSK-4,CAMP_DIW_01,P03,156,25% OFF,301,237,,237,,117,,74685,,-19227,,-64
e788e5,STMYS-0,CAMP_SAN_01,P10,50,25% OFF,30,24,,24,,37.5,,2400,,-600,,-6
5c2d1f,STCBE-2,CAMP_SAN_01,P03,200,BOGOF,304,1340,,2680,,100,,328800,,207200,,2376
e96e9d,STHYD-1,CAMP_DIW_01,P15,3000,500 Cashback,362,959,,959,,2500,,3483500,,1311500,,597
6a7fa1,STVJD-1,CAMP_SAN_01,P14,1020,BOGOF,61,243,,486,,510,,310080,,185640,,425
1274dc,STCBE-4,CAMP_DIW_01,P09,110,50% OFF,54,68,,68,,55,,9680,,-2200,,14
fc7056,STBLR-2,CAMP_DIW_01,P08,1190,BOGOF,40,135,,270,,595,,208250,,113050,,230
69a46e,STCHE-2,CAMP_DIW_01,P01,172,33% OFF,320,416,,416,,115.24,,102979.84,,-7100.16,,96
a05e82,STMYS-3,CAMP_SAN_01,P13,350,BOGOF,124,527,,1054,,175,,227850,,141050,,930
da1969,STVSK-1,CAMP_SAN_01,P03,200,BOGOF,322,1291,,2582,,100,,322600,,193800,,2260
2fc575,STBLR-0,CAMP_DIW_01,P12,62,50% OFF,147,198,,198,,31,,15252,,-2976,,51
4ced30,STCHE-3,CAMP_SAN_01,P09,90,25% OFF,60,49,,49,,67.5,,8707.5,,-2092.5,,-11
a37110,STHYD-0,CAMP_DIW_01,P04,290,25% OFF,367,330,,330,,217.5,,178205,,-34655,,-37
8829ef,STCBE-0,CAMP_SAN_01,P12,62,50% OFF,39,61,,61,,31,,4309,,-527,,22
aa6972,STMDU-0,CAMP_DIW_01,P12,62,50% OFF,103,131,,131,,31,,10447,,-2325,,28
dd8425,STCHE-0,CAMP_SAN_01,P11,190,50% OFF,49,71,,71,,95,,16055,,-2565,,22
f8a2a6,STMDU-1,CAMP_SAN_01,P09,90,25% OFF,45,36,,36,,67.5,,6480,,-1620,,-9
c1c42d,STMLR-1,CAMP_SAN_01,P09,90,25% OFF,28,22,,22,,67.5,,4005,,-1035,,-6
6eede8,STTRV-0,CAMP_SAN_01,P11,190,50% OFF,22,30,,30,,95,,7030,,-1330,,8
092c09,STHYD-5,CAMP_DIW_01,P08,1190,BOGOF,43,147,,294,,595,,226100,,123760,,251
3f34d5,STCBE-2,CAMP_DIW_01,P09,110,50% OFF,50,80,,80,,55,,9900,,-1100,,30
2b50e0,STBLR-6,CAMP_DIW_01,P15,3000,500 Cashback,390,1318,,1318,,2500,,4465000,,2125000,,928
92151c,STMDU-3,CAMP_SAN_01,P10,50,25% OFF,25,20,,20,,37.5,,2000,,-500,,-5
4ad12b,STBLR-4,CAMP_DIW_01,P15,3000,500 Cashback,407,1245,,1245,,2500,,4333500,,1891500,,838
1824c2,STHYD-6,CAMP_SAN_01,P12,62,50% OFF,67,93,,93,,31,,7037,,-1271,,26
9b309b,STMYS-0,CAMP_SAN_01,P09,90,25% OFF,67,56,,56,,67.5,,9810,,-2250,,-11
0dfaac,STCHE-6,CAMP_DIW_01,P02,860,33% OFF,434,629,,629,,576.2,,735669.8,,-10810.2,,195
652101,STBLR-1,CAMP_DIW_01,P07,300,BOGOF,61,189,,378,,150,,75000,,38400,,317
6ec0eb,STCHE-2,CAMP_DIW_01,P15,3000,500 Cashback,369,1073,,1073,,2500,,3789500,,1575500,,704
07ee94,STCHE-4,CAMP_DIW_01,P03,156,25% OFF,369,332,,332,,117,,96408,,-18720,,-37
4a34a6,STVSK-4,CAMP_SAN_01,P09,90,25% OFF,34,25,,25,,67.5,,4747.5,,-1372.5,,-9
8ea7e8,STVJD-1,CAMP_SAN_01,P09,90,25% OFF,37,26,,26,,67.5,,5085,,-1575,,-11
6ee8ab,STVSK-0,CAMP_SAN_01,P06,415,25% OFF,16,13,,13,,311.25,,10686.25,,-2593.75,,-3
0d70f7,STVSK-2,CAMP_DIW_01,P01,172,33% OFF,210,367,,367,,115.24,,78413.08,,6173.08,,157
deea3e,STMLR-1,CAMP_SAN_01,P14,1020,BOGOF,51,198,,396,,510,,253980,,149940,,345
699bac,STCHE-7,CAMP_SAN_01,P07,300,BOGOF,42,183,,366,,150,,67500,,42300,,324
cc4a67,STTRV-0,CAMP_DIW_01,P03,156,25% OFF,187,181,,181,,117,,50349,,-7995,,-6
b456c0,STBLR-3,CAMP_DIW_01,P06,415,25% OFF,91,72,,72,,311.25,,60175,,-15355,,-19
d2dc77,STMLR-0,CAMP_DIW_01,P13,350,BOGOF,40,119,,238,,175,,55650,,27650,,198
f78e86,STCHE-3,CAMP_DIW_01,P06,415,25% OFF,77,67,,67,,311.25,,52808.75,,-11101.25,,-10
9d1009,STHYD-0,CAMP_DIW_01,P06,415,25% OFF,78,68,,68,,311.25,,53535,,-11205,,-10
0179b3,STMLR-2,CAMP_SAN_01,P05,55,25% OFF,15,12,,12,,41.25,,1320,,-330,,-3
933cae,STCHE-3,CAMP_SAN_01,P06,415,25% OFF,28,23,,23,,311.25,,18778.75,,-4461.25,,-5
7704c2,STBLR-7,CAMP_SAN_01,P04,370,BOGOF,382,1638,,3276,,185,,747400,,464720,,2894
b55027,STCHE-6,CAMP_SAN_01,P10,50,25% OFF,31,22,,22,,37.5,,2375,,-725,,-9
0842b9,STCBE-1,CAMP_DIW_01,P04,290,25% OFF,227,172,,172,,217.5,,103240,,-28420,,-55
1142fd,STVSK-3,CAMP_DIW_01,P05,55,25% OFF,71,63,,63,,41.25,,6503.75,,-1306.25,,-8
35e1c7,STBLR-1,CAMP_DIW_01,P14,1020,BOGOF,54,169,,338,,510,,227460,,117300,,284
80255e,STMDU-0,CAMP_DIW_01,P05,55,25% OFF,57,50,,50,,41.25,,5197.5,,-1072.5,,-7
37cb87,STBLR-1,CAMP_SAN_01,P07,300,BOGOF,46,115,,230,,150,,48300,,20700,,184
fd5855,STVSK-4,CAMP_SAN_01,P08,1190,BOGOF,25,64,,128,,595,,105910,,46410,,103
0f714a,STVJD-1,CAMP_SAN_01,P06,415,25% OFF,16,11,,11,,311.25,,10063.75,,-3216.25,,-5
4ab3c2,STVSK-1,CAMP_DIW_01,P09,110,50% OFF,64,81,,81,,55,,11495,,-2585,,17
57d06d,STCBE-1,CAMP_SAN_01,P09,90,25% OFF,54,39,,39,,67.5,,7492.5,,-2227.5,,-15
ad783e,STCHE-4,CAMP_SAN_01,P10,50,25% OFF,30,25,,25,,37.5,,2437.5,,-562.5,,-5
cf616b,STMYS-2,CAMP_DIW_01,P09,110,50% OFF,64,84,,84,,55,,11660,,-2420,,20
e5e0dc,STHYD-0,CAMP_SAN_01,P07,300,BOGOF,52,204,,408,,150,,76800,,45600,,356
30bacd,STBLR-3,CAMP_DIW_01,P14,1020,BOGOF,42,143,,286,,510,,188700,,103020,,244
68e849,STMLR-2,CAMP_DIW_01,P06,415,25% OFF,40,34,,34,,311.25,,27182.5,,-6017.5,,-6
c3b647,STCHE-5,CAMP_SAN_01,P08,1190,BOGOF,64,256,,512,,595,,380800,,228480,,448
5dfa52,STVSK-2,CAMP_DIW_01,P04,290,25% OFF,244,217,,217,,217.5,,117957.5,,-23562.5,,-27
9d63a7,STHYD-6,CAMP_SAN_01,P08,1190,BOGOF,43,166,,332,,595,,248710,,146370,,289
9fae1c,STHYD-2,CAMP_DIW_01,P15,3000,500 Cashback,400,1176,,1176,,2500,,4140000,,1740000,,776
ae288b,STMYS-0,CAMP_DIW_01,P11,190,50% OFF,89,113,,113,,95,,27645,,-6175,,24
f940cf,STHYD-6,CAMP_DIW_01,P13,350,BOGOF,77,260,,520,,175,,117950,,64050,,443
7cf0d8,STMDU-0,CAMP_SAN_01,P14,1020,BOGOF,79,349,,698,,510,,436560,,275400,,619
a7c40d,STMLR-1,CAMP_DIW_01,P09,110,50% OFF,38,50,,50,,55,,6930,,-1430,,12
d4ccb5,STCBE-1,CAMP_DIW_01,P05,55,25% OFF,61,50,,50,,41.25,,5417.5,,-1292.5,,-11
9953ec,STTRV-0,CAMP_SAN_01,P04,370,BOGOF,187,733,,1466,,185,,340400,,202020,,1279
fc9ab7,STCBE-1,CAMP_DIW_01,P08,1190,BOGOF,40,140,,280,,595,,214200,,119000,,240
f32df2,STHYD-6,CAMP_DIW_01,P04,290,25% OFF,390,339,,339,,217.5,,186832.5,,-39367.5,,-51
cf6323,STTRV-0,CAMP_DIW_01,P15,3000,500 Cashback,190,547,,547,,2500,,1937500,,797500,,357
5372de,STCBE-3,CAMP_SAN_01,P10,50,25% OFF,28,22,,22,,37.5,,2225,,-575,,-6
24054f,STBLR-4,CAMP_DIW_01,P09,110,50% OFF,89,116,,116,,55,,16170,,-3410,,27
4f75fe,STMYS-2,CAMP_DIW_01,P08,1190,BOGOF,42,123,,246,,595,,196350,,96390,,204
21a8a0,STBLR-4,CAMP_SAN_01,P01,172,33% OFF,286,394,,394,,115.24,,94596.56,,-3787.44,,108
800f42,STMDU-3,CAMP_SAN_01,P03,200,BOGOF,273,1097,,2194,,100,,274000,,164800,,1921
cdb883,STMDU-0,CAMP_SAN_01,P12,62,50% OFF,46,66,,66,,31,,4898,,-806,,20
9c2777,STCHE-6,CAMP_SAN_01,P02,860,33% OFF,463,629,,629,,576.2,,760609.8,,-35750.2,,166
a6cb9e,STVSK-2,CAMP_SAN_01,P05,55,25% OFF,15,12,,12,,41.25,,1320,,-330,,-3
f23d14,STHYD-1,CAMP_SAN_01,P05,55,25% OFF,25,21,,21,,41.25,,2241.25,,-508.75,,-4
ee68d9,STCHE-1,CAMP_SAN_01,P15,3000,500 Cashback,136,242,,242,,2500,,1013000,,197000,,106
5e1671,STCHE-2,CAMP_SAN_01,P10,50,25% OFF,34,30,,30,,37.5,,2825,,-575,,-4
e411c6,STHYD-4,CAMP_DIW_01,P15,3000,500 Cashback,323,965,,965,,2500,,3381500,,1443500,,642
9ff4a9,STMDU-1,CAMP_DIW_01,P10,65,50% OFF,94,120,,120,,32.5,,10010,,-2210,,26
49706e,STMDU-3,CAMP_SAN_01,P15,3000,500 Cashback,120,274,,274,,2500,,1045000,,325000,,154
7e28fb,STHYD-4,CAMP_DIW_01,P06,415,25% OFF,96,92,,92,,311.25,,68475,,-11205,,-4
e4f1f3,STCBE-3,CAMP_SAN_01,P11,190,50% OFF,33,50,,50,,95,,11020,,-1520,,17
af2b25,STBLR-7,CAMP_DIW_01,P13,350,BOGOF,85,338,,676,,175,,148050,,88550,,591
